"artist","id","speechiness","liveness","energy","danceability","instrumentalness","loudness","tempo","song_title"
"Lauren Daigle",1284,"0.0364","0.0982","0.723","0.37",0,"-4.774","149.923","Come Alive (Dry Bones)"
"Passion",1285,"0.0402","0.0822","0.762","0.301",0,"-3.392","161.864","Even So Come - Radio Version/Live"
"Matt Redman",1286,"0.0271","0.0998","0.561","0.459",0,"-7.091","144.784","10.000 Reasons (Bless the Lord) [Radio Version]"
"Steven Curtis Chapman",1287,"0.0277","0.103","0.576","0.545",0,"-11.081","100.304","More Than Conquerors (Radio Version)"
"NEEDTOBREATHE",1288,"0.0288","0.0703","0.71","0.495",0,"-3.941","90.024","TESTIFY"
"one sonic society",1289,"0.0365","0.202","0.656","0.492",0,"-7.361","147.948","Great Are You Lord (Radio Mix)"
"Passion",1290,"0.0368","0.0961","0.7","0.401",0,"-5.07","81.049","Worthy Of Your Name - Studio"
"Phil Wickham",1291,"0.0497","0.113","0.836","0.436","1.12E-06","-4.884","147.978","My All In All"
"tobyMac",1292,"0.0337","0.0996","0.895","0.674",0,"-3.973","102.984","Love Broke Thru"
"We Are Messengers",1293,"0.0552","0.117","0.766","0.566",0,"-6.87","139.955","Magnify"
"Cody Carnes",1294,"0.0393","0.117","0.649","0.211",0,"-7.28","150.11","The Cross Has The Final Word"
"Ryan Stevenson",1295,"0.061","0.464","0.726","0.305",0,"-6.375","82.673","Eye of the Storm (feat. Gabe Real)"
"Victim Of Deception",1296,"0.24","0.393","0.99","0.237","0.0914","-3.331","151.545","Black Colors"
"A Wake in Providence",1297,"0.193","0.0908","0.994","0.455","0.0012","-4.584","125.035","A Darkened Gospel"
"Infant Annihilator",1298,"0.299","0.325","0.981","0.236","0.874","-2.635","160.114","Soil the Stillborn"
"Thy Art Is Murder",1299,"0.15","0.233","0.998","0.468",0,"-0.994","140.003","No Absolution"
"To The Grave",1300,"0.12","0.137","0.962","0.476","0.106","-4.023","145.947","Hearteater"
"Beyond the Extraction",1301,"0.0546","0.0728","0.553","0.226","0.0379","-9.169","129.255","Shapeless Abomination"
"Into Oblivion",1302,"0.0798","0.308","0.955","0.495","0.0551","-4.181","130.002","Dirty Waters"
"Hive",1303,"0.169","0.508","0.983","0.296","0.146","-2.999","115.003","Defiled"
"FRCTRD",1304,"0.146","0.324","0.925","0.474","0.901","-3.539","139.97","Negative"
"Until We Die",1305,"0.11","0.062","0.936","0.406","0.242","-4.564","139.922","Distorting of Perception"
"Altered Perceptions",1306,"0.0869","0.229","0.927","0.173","0.23","-5.22","99.131","Ruin"
"Black Tongue",1307,"0.184","0.536","0.989","0.404","0.556","-1.374","94.291","Fauxhammer"
"I Shall Devour",1308,"0.175","0.0914","0.97","0.456","0.0432","-4.655","124.976","Spiteful Nature"
"I Declare War",1309,"0.306","0.0923","0.96","0.242","0.0562","-4.112","169.896","We Wait"
"Within Destruction",1310,"0.0951","0.324","0.942","0.472","0.823","-3.954","150.005","Plague of Immortality (feat. Dean Lamb Of Archspire)"
"Traitors",1311,"0.099","0.154","0.921","0.227","0.792","-6.149","175.167","Arrogance"
"Neberu",1312,"0.09","0.114","0.943","0.444","0.00704","-4.955","119.945","Inferiority"
"Signs of the Swarm",1313,"0.101","0.569","0.866","0.17","0.976","-7.304","117.539","Senseless Order"
"Shotgun Surgeon",1314,"0.111","0.479","0.919","0.276","0.181","-3.773","116.038","Advent"
"Whitechapel",1315,"0.192","0.342","0.988","0.401","0.116","-4.104","155.356","Venomous"
"Advocates",1316,"0.16","0.389","0.974","0.398","0.0076","-2.823","129.983","Substance Affliction"
"A Trust Unclean",1317,"0.0884","0.399","0.986","0.566","0.0164","-5.016","127.515","To Encompass and Eclipse"
"Obscure of Acacia",1318,"0.289","0.12","0.978","0.39","0.941","-4.209","100.221","Rope"
"Mycelia",1319,"0.128","0.257","0.983","0.336","0.00362","-1.812","113.711","Permanent Intoxication"
"Science Of Sleep",1320,"0.116","0.588","0.984","0.48","0.283","-5.718","130.02","Tremendous Strain"
"Reaping Asmodeia",1321,"0.147","0.104","0.989","0.285","0.797","-4.407","140.019","Of Talons and Teeth"
"Walking Dead On Broadway",1322,"0.185","0.253","0.997","0.428","0.955","-3.587","149.998","Pitchblack"
"Darknet",1323,"0.0964","0.618","0.98","0.256","0.0196","-5.107","94.99","Zerotonin 2"
"The Machinist",1324,"0.0938","0.14","0.928","0.491","0.363","-3.866","132.973","False Hope"
"Extortionist",1325,"0.111","0.47","0.925","0.274","0.156","-5.204","161.25",1208
"The End At The Beginning",1326,"0.133","0.287","0.98","0.217","0.00139","-3.332","139.024","Plagues"
"Risking It All",1327,"0.0721","0.329","0.863","0.261","7.33E-06","-7.199","108.347","Hear Me Out"
"Conjonctive",1328,"0.112","0.0501","0.991","0.517","1.44E-05","-2.406","120.026","Down into the Abyss"
"At Rest",1329,"0.136","0.686","0.905","0.258","0.000489","-4.897","112.94","Dance of the Witch"
"Iconoclast",1330,"0.075","0.779","0.98","0.484","0.188","-1.939","119.997","New World Slaughter"
"Lorna Shore",1331,"0.128","0.337","0.967","0.387","0.226","-3.335","129.904","FVNERAL MOON"
"Within The Ruins",1332,"0.19","0.322","0.992","0.424","2.13E-05","-2.976","145.144","Beautiful Agony"
"Buried Side",1333,"0.151","0.0645","0.986","0.45","0.251","-2.384","159.976","Ways Of Transfiguration"
"Fit For An Autopsy",1334,"0.149","0.775","0.985","0.222","0.00644","-4.105","136.227","Black Mammoth"
"Belie My Burial",1335,"0.132","0.365","0.973","0.455","0.00193","-4.597","102.076","Solicitude"
"Crucify Me Gently",1336,"0.0698","0.299","0.955","0.398","0.458","-3.39","100.03","The Call of Mighty"
"Lord of War",1337,"0.0804","0.677","0.877","0.399","0.358","-5.418","112.351","Manufactured Existence"
"God Of Nothing",1338,"0.0781","0.359","0.921","0.401","0.753","-3.287","102.035","Bastard Son"
"Shadow of Intent",1339,"0.143","0.0925","0.955","0.209","0.0118","-4.527","199.988","The Shaping Sickness"
"Carnifex",1340,"0.0954","0.727","0.964","0.493","0.00733","-3.079","110.005","Drown Me in Blood"
"Above. Below",1341,"0.153","0.651","0.958","0.339","1.56E-05","-2.909","128.806","Inferno"
"Paragon",1342,"0.107","0.364","0.957","0.458","8.97E-05","-6.16","120.006","Debris"
"The Voynich Code",1343,"0.11","0.363","0.896","0.263","0.876","-8.048","113.106","I. the Weak"
"Chelsea Grin",1344,"0.149","0.108","0.968","0.482","0.000454","-4.395","114.001","American Dream"
"Enterprise Earth",1345,"0.107","0.453","0.979","0.379","0.877","-3.77","140.029","Temptress"
"Emmure",1346,"0.172","0.263","0.974","0.535","0.000149","-3.566","116.956","Flag of the Beast"
"Suicide Silence",1347,"0.0969","0.342","0.993","0.329","0.641","-3.416","116.461","Unanswered"
"Brojob",1348,"0.147","0.669","0.957","0.162","0.867","-6.229","96.822","Be My Valentine (feat. Dickie Allen)"
"Aversions Crown",1349,"0.112","0.305","0.985","0.389","0.954","-2.795","135.019","Prismatic Abyss"
"Skrillex",1350,"0.167","0.059","0.802","0.636","4.14E-05","-2.168","139.815","Right In"
"Skrillex",1351,"0.196","0.317","0.972","0.716","3.22E-05","-2.302","110.026","Bangarang (feat. Sirah)"
"Skrillex",1352,"0.074","0.536","0.921","0.596","0.00019","-2.5","139.969","Breakn' A Sweat"
"Skrillex",1353,"0.0687","0.355","0.946","0.616","0.0777","-2.876","127.992","The Devil's Den"
"Skrillex",1354,"0.0971","0.133","0.926","0.633","0.54","-4.749","140.037","Right On Time"
"Skrillex",1355,"0.0713","0.483","0.92","0.605","0.000596","-2.298","174.974","Kyoto (feat. Sirah)"
"Skrillex",1356,"0.0282","0.13","0.479","0.176","0.591","-7.471","100.831","Skrillex Orchestral Suite By Varien - Bonus Track"
"SALTNPAPER",1357,"0.029","0.113","0.404","0.385","1.57E-06","-6.999","146.128","Satellite"
"Dynamic Duo",1358,"0.176","0.105","0.593","0.68",0,"-6.496","94.007","Nosedive"
"Oohyo",1359,"0.0304","0.0741","0.889","0.726","0.00106","-4.251","119.983","PIZZA"
"도시총각 Dosichonggak",1360,"0.0432","0.116","0.219","0.741","2.84E-06","-11.944","101.78","이대로 있어줘요 Stay With Me"
"Kevin Oh",1361,"0.0424","0.106","0.554","0.587","0.000663","-7.212","80.013","Stardust"
"Hyukoh",1362,"0.0543","0.109","0.751","0.321","0.235","-4.655","110.182","Burning youth"
"Hyukoh",1363,"0.0511","0.104","0.692","0.697",0,"-5.34","124.829","Wi Ing Wi Ing"
"Standing Egg",1364,"0.0261","0.0975","0.524","0.483",0,"-3.92","91.878","Wonder"
"Standing Egg",1365,"0.0304","0.06","0.436","0.498",0,"-4.592","79.871","I'll Pick You Up"
"Oohyo",1366,"0.0581","0.361","0.575","0.635","0.00337","-8.8","159.913","VAMOS"
"Humming Urban Stereo",1367,"0.0423","0.0915","0.677","0.819","0.0313","-5.703","94.975","MWAH"
"NELL",1368,"0.0577","0.101","0.508","0.676","0.000142","-7.515","106.015","Loop"
"Vanilla Acoustic",1369,"0.0377","0.109","0.427","0.657",0,"-6.879","144.014","With Me"
"PALGOU",1370,"0.0549","0.24","0.747","0.483","0.000409","-4.363","80.117","Monster"
"DEAN",1371,"0.0353","0.354","0.529","0.62",0,"-5.333","94.951","What 2 Do"
"Gyepy",1372,"0.0343","0.177","0.489","0.751","3.57E-06","-5.418","140.013","For Me"
"Jang Beom June",1373,"0.0328","0.0897","0.445","0.767","0.000727","-8.527","119.923","Fallen in Love (Only With You)"
"10cm",1374,"0.0475","0.107","0.32","0.844",0,"-9.532","125.927","Talk"
"PALGOU",1375,"0.0831","0.714","0.886","0.743","0.00267","-3.503","109.961","Black Out"
"Donguy",1376,"0.0457","0.111","0.408","0.54","0.000811","-11.899","159.813","Sleeping Habits"
"Neon Bunny",1377,"0.0303","0.352","0.536","0.657","0.00432","-7.073","119.95","Romance in Seoul"
"SunWoo Jung-A",1378,"0.15","0.0425","0.451","0.549","3.44E-05","-10.302","85.296","Hot and Cold (feat. Yun Cheoljong of 10cm)"
"SBGB",1379,"0.0459","0.161","0.277","0.762",0,"-9.263","109.689","Ki-dult"
"Sentimental Scenery",1380,"0.0324","0.114","0.484","0.214","9.66E-05","-5.44","81.625","지금 여기. 이곳에서 (Duet With 루시아) . 지금 여기. 이곳에서"
"플랫핏 Flat Feet",1381,"0.0399","0.103","0.684","0.63","0.00108","-6.74","142.952","너와의 공식 Love Equation"
"Urban Zakapa",1382,"0.0318","0.102","0.347","0.35","4.37E-06","-6.154","146.661","I Don't Love You"
"10cm",1383,"0.0379","0.0866","0.443","0.892",0,"-6.181","107.984","My eyes"
"Kwon Jin Ah",1384,"0.0983","0.121","0.177","0.764","3.34E-05","-13.596","115.697","Zig Zag"
"XIA",1385,"0.0305","0.75","0.761","0.432","2.88E-05","-4.126","138.004","Cake Love (PROD. BY The Black Skirts)"
"Sugarbowl",1386,"0.0287","0.0879","0.425","0.7","1.72E-06","-9.52","95.058","HOW WAS YOUR DAY"
"DyoN Joo",1387,"0.0494","0.0477","0.678","0.453","5.11E-05","-7.291","131.936","변명 Shame"
"Flower Soo",1388,"0.0334","0.0995","0.51","0.574","0.000213","-7.63","121.989","You Wouldn't Even Know"
"Coffeeboy",1389,"0.088","0.312","0.161","0.894","0.0033","-14.311","104.968","장가갈 수 있을까 Can I Get Married?"
"Humming Urban Stereo",1390,"0.0299","0.255","0.844","0.717","1.93E-05","-5.363","110.023","Sneakers"
"Clazziquai Project",1391,"0.149","0.127","0.625","0.712",0,"-8.832","100.004","Dangerous"
"Rude Paper",1392,"0.0455","0.142","0.743","0.768","0.00128","-6.09","89.983","Night Time Melody"
"Only U",1393,"0.0567","0.117","0.173","0.489",0,"-9.827","121.054","Reason Why We Have To Break Up"
"Big Brain",1394,"0.0341","0.265","0.575","0.597",0,"-3.705","85.018","Love. Love."
"Jungkey",1395,"0.0363","0.164","0.515","0.598","4.91E-06","-4.695","117.762","I Don't Want"
"Mot",1396,"0.0335","0.277","0.387","0.616",0,"-6.079","81.856","All in Vain"
"카우칩스 The CowChips",1397,"0.0273","0.0889","0.602","0.766","0.765","-8.388","100.042","귀가 Return Home"
"권나무 Kwon Tree",1398,"0.0486","0.0704","0.15","0.792","1.30E-05","-15.644","83.625","물 Water"
"Standing Egg",1399,"0.0322","0.17","0.29","0.709",0,"-11.092","90.046","Summer Night You and I"
"Mot",1400,"0.0369","0.114","0.126","0.679","0.000102","-10.562","129.75","Let You Go"
"SunWoo Jung-A",1401,"0.054","0.104","0.312","0.581","5.57E-05","-8.984","181.893","Sooni (I'm your fanatic girl)"
"Okdal",1402,"0.0276","0.101","0.512","0.652","7.49E-06","-7.062","104.98","Run"
"Wable",1403,"0.0319","0.13","0.418","0.73","7.51E-05","-6.735","139.888","Petals on The Wind (Remake Version)"
"Ibadi",1404,"0.0297","0.0496","0.478","0.719","0.000886","-9.58","77.996","Morning Call - Remix Version"
"Kim Woo-Joo",1405,"0.0305","0.363","0.392","0.524",0,"-8.938","145.88","Rub off"
"Cobi",1406,"0.0362","0.219","0.648","0.41",0,"-4.469","60.391","Don't You Cry For Me"
"Dean Lewis",1407,"0.0586","0.109","0.199","0.483",0,"-11.37","78.103","Waves - Acoustic"
"Jon and Roy",1408,"0.0252","0.106","0.568","0.59","0.0562","-8.332","153.113","Runner"
"J. Cole",1409,"0.332","0.0565","0.521","0.696",0,"-8.465",100,"No Role Modelz"
"J. Cole",1410,"0.364","0.128","0.705","0.504",0,"-8.205","175.483","Wet Dreamz"
"J. Cole",1411,"0.33","0.11","0.284","0.894","0.000487","-13.002","138.944","Neighbors"
"J. Cole",1412,"0.421","0.189","0.409","0.653","0.00012","-11.446","174.324","Deja Vu"
"J. Cole",1413,"0.267","0.283","0.393","0.889","8.67E-06","-10.821","128.065","G.O.M.D."
"Meek Mill",1414,"0.0858","0.327","0.701","0.592",0,"-4.014","129.501","Litty (feat. Tory Lanez)"
"Meek Mill",1415,"0.203","0.118","0.658","0.589",0,"-5.288","77.521","All Eyes On You (feat. Chris Brown & Nicki Minaj)"
"Meek Mill",1416,"0.14","0.314","0.693","0.7",0,"-6.553","133.981","Froze (feat. Lil Uzi Vert & Nicki Minaj)"
"Meek Mill",1417,"0.271","0.604","0.87","0.37",0,"-2.09","79.092","Ima Boss - feat. Rick Ross"
"Rick Ross",1418,"0.185","0.612","0.783","0.523",0,"-3.755","117.264","Apple of My Eye"
"Rick Ross",1419,"0.128","0.132","0.785","0.434",0,"-4.169","106.926","Santorini Greece"
"Rick Ross",1420,"0.622","0.141","0.716","0.481",0,"-5.996","78.829","Idols Become Rivals"
"Rick Ross",1421,"0.313","0.0721","0.838","0.729",0,"-4.476","136.869","Trap Trap Trap"
"Rick Ross",1422,"0.122","0.613","0.808","0.662",0,"-3.06","76.493","Dead Presidents"
"Rick Ross",1423,"0.127","0.179","0.609","0.541",0,"-3.715","158.314","She On My Dick"
"Rick Ross",1424,"0.264","0.118","0.7","0.629",0,"-6.212","85.814","I Think She Like Me"
"Rick Ross",1425,"0.436","0.211","0.775","0.501",0,"-6.248","85.929","Powers That Be"
"Rick Ross",1426,"0.138","0.642","0.82","0.54",0,"-3.824","78.063","Game Ain't Based On Sympathy"
"Wahlstedt",1427,"0.0903","0.112","0.642","0.801","0.000946","-5.926","126.013","Humble"
"EDX",1428,"0.0901","0.0626","0.929","0.707","0.205","-4.199","123.004","My Friend"
"Still Young",1429,"0.187","0.243","0.795","0.696","7.72E-06","-4.892","126.186","White Label (Is This Love)"
"Marshmello",1430,"0.0431","0.0621","0.885","0.562","0.805","-3.096","145.06","Home"
"Buku",1431,"0.0461","0.096","0.863","0.47","0.143","-6.52","170.137","Front to Back"
"Lex Luca",1432,"0.0771","0.924","0.929","0.726","0.379","-7.146","123.036","Best Thing About"
"Ben Remember",1433,"0.0805","0.026","0.941","0.984","0.0539","-4.56","122.003","Flashwind - Radio Edit"
"Alok",1434,"0.0369","0.112","0.643","0.72","0.812","-7.691","122.012","Fuego"
"Yellow Claw",1435,"0.0454","0.219","0.885","0.473","0.00023","-3.42","149.698","Rose Horizon"
"Various Artists",1436,"0.385","0.458","0.943","0.466",0,"-3.545","113.457","dance alot"
"Wahlstedt",1437,"0.352","0.105","0.792","0.614",0,"-3.528","154.823","Save You"
"Chris Lake",1438,"0.0703","0.057","0.883","0.775","0.346","-5.83","125.006","I Want You"
"deadmau5",1439,"0.0465","0.101","0.792","0.67","0.881","-8.211","128.018","Polaris"
"Dirtcaps",1440,"0.233","0.137","0.816","0.549","1.38E-06","-5.044","109.774","Midnight Sun"
"Geoxor",1441,"0.0651","0.174","0.964","0.715","0.468","-4.71","128.059","One Life Short"
"Showtek",1442,"0.0633","0.104","0.849","0.466","2.89E-06","-3.85","183.76","On Our Own (feat. Natalie Major)"
"Matrix & Futurebound",1443,"0.065","0.548","0.989","0.503","0.542","-0.787","174.012","The Wall"
"EDX",1444,"0.0386","0.114","0.944","0.718","0.477","-5.041","125.004","All I Know"
"Seven Lions",1445,"0.0984","0.118","0.727","0.443","9.35E-06","-5.171","74.827","Freesol (feat. Skyler Stonestreet)"
"Noisia",1446,"0.104","0.116","0.821","0.396","0.000424","-3.826","171.927","Mantra - Mat Zo Remix"
"Kiso",1447,"0.147","0.0864","0.832","0.597","2.96E-05","-5.48","162.03","Good Life"
"Slushii",1448,"0.0478","0.397","0.929","0.675","0.00724","-2.578","140.006","Twinbow"
"Sam F",1449,"0.036","0.294","0.854","0.559","2.61E-06","-3.923","156.008","Limitless (feat. Sophie Rose)"
"Tom & Jame",1450,"0.121","0.1","0.851","0.714","0.00697","-3.387","128.004","Move On Me"
"Mickey Valen",1451,"0.063","0.305","0.769","0.531",0,"-2.881","77.351","Wildcard"
"Wahlstedt",1452,"0.0611","0.162","0.646","0.738","0.00157","-5.384","125.923","Find You"
"Dimitri Vangelis & Wyman",1453,"0.0375","0.447","0.772","0.587","0.698","-4.439","127.978","Legacy"
"Kato",1454,"0.0901","0.0759","0.829","0.519",0,"-5.121","123.659","Show You Love"
"Tujamo",1455,"0.144","0.341","0.89","0.718","0.00103","-3.931","124.943","Make U Love Me"
"Vato Gonzalez",1456,"0.0403","0.0891","0.893","0.871","0.852","-3.774","126.016","Bassline Riddim"
"San Holo",1457,"0.0385","0.152","0.676","0.641",0,"-4.461","119.108","Light - GOSLO Remix"
"LVNDSCAPE",1458,"0.0291","0.247","0.778","0.677",0,"-5.19","97.97","Walk Away"
"Cedric Gervais",1459,"0.0298","0.204","0.964","0.633","0.0159","-3.573","124.022","Touch The Sky"
"SLUMBERJACK",1460,"0.0543","0.39","0.739","0.529","0.000255","-5.356","149.915","Afraid. Unafraid"
"Aire Atlantica",1461,"0.0692","0.101","0.818","0.738","0.000543","-3.652","139.998","Make You Mine"
"QUIX",1462,"0.0758","0.431","0.879","0.303","3.84E-05","-4.748","80.329","Riot Call (feat. Nevve)"
"Emmit Fenn",1463,"0.103","0.362","0.524","0.617","0.00438","-8.885","142.046","Modern Flame (feat. Yuna)"
"Keys N Krates",1464,"0.11","0.205","0.878","0.164","0.0617","-4.953","171.908","Right Here"
"Skrillex",1465,"0.134","0.599","0.815","0.823","0.0494","-3.947","125.989","Chicken Soup"
"Bougenvilla",1466,"0.0415","0.305","0.952","0.597","0.145","-3.586","127.907","No Sleep"
"Borgore",1467,"0.347","0.0765","0.884","0.71",0,"-1.258","149.995","Help"
"Diplo",1468,"0.194","0.0475","0.989","0.715","0.109","-1.723","128.054","Waist Time"
"Martin Garrix",1469,"0.0597","0.106","0.796","0.604",0,"-2.416","127.991","Scared To Be Lonely (Brooks Remix)"
"DOLF",1470,"0.0475","0.323","0.811","0.548","3.56E-05","-3.985","155.08","Fuck It All Up (feat. JVZEL)"
"Khrebto",1471,"0.054","0.114","0.737","0.546","1.68E-05","-3.794","97.9","After All"
"The Chainsmokers",1472,"0.0985","0.0929","0.746","0.72","0.000476","-5.567","124.045","Something Just Like This - Don Diablo Remix"
"Kideko",1473,"0.0532","0.0852","0.941","0.68","0.621","-8.093","124.035","The Jam"
"Felix Cartal",1474,"0.0345","0.123","0.748","0.626",0,"-5.899","121.067","Get What You Give"
"Bassjackers",1475,"0.0334","0.0791","0.784","0.723","0.772","-5.547","128.027","Joyride"
"Yellow Claw",1476,"0.145","0.122","0.86","0.522","0.0209","-3.773","128.019","Open"
"DJ Khaled",1477,"0.0367","0.134","0.667","0.599",0,"-4.267","80.984","I'm the One"
"Shawn Mendes",1478,"0.0494","0.0872","0.657","0.719",0,"-4.588","122.02","There's Nothing Holdin' Me Back - NOTD Remix"
"Katy Perry",1479,"0.13","0.382","0.638","0.615","0.00979","-5.341","106.002","Bon Appétit - MUNA Remix"
"Paramore",1480,"0.0334","0.0219","0.818","0.695","4.87E-06","-5.379","119.965","Hard Times"
"Harry Styles",1481,"0.0561","0.318","0.93","0.375",0,"-2.631","147.124","Kiwi"
"Julia Michaels",1482,"0.0483","0.105","0.771","0.766","2.51E-06","-4.358","113.946","Issues - Alan Walker Remix"
"The Chainsmokers",1483,"0.0291","0.148","0.564","0.615",0,"-6.384","103.006","Young"
"Bruno Mars",1484,"0.0502","0.199","0.896","0.692","6.59E-05","-4.017","134.056","That's What I Like - Alan Walker Remix"
"Little Mix",1485,"0.0469","0.302","0.782","0.709","4.71E-06","-3.526","102.032","No More Sad Songs (feat. Machine Gun Kelly)"
"Harry Styles",1486,"0.0268","0.104","0.673","0.624","1.54E-06","-4.017","121.986","Carolina"
"Loote",1487,"0.0777","0.148","0.487","0.867",0,"-5.872","101.959","High Without Your Love"
"Gryffin",1488,"0.0342","0.222","0.713","0.62","3.30E-06","-4.753","137.957","Feel Good"
"Logic",1489,"0.0387","0.192","0.572","0.629",0,"-7.733","100.015","1-800-273-8255"
"The Vamps",1490,"0.0531","0.0662","0.747","0.61",0,"-4.25","129.976","Middle Of The Night"
"Burak Yeter",1491,"0.0688","0.0545","0.639","0.841","0.0654","-6.052","99.002","Tuesday (feat. Danelle Sandoval)"
"Galantis",1492,"0.111","0.102","0.712","0.509",0,"-5.747","99.831","Hunter"
"Lil Uzi Vert",1493,"0.115","0.106","0.614","0.722",0,"-7.549","154.903","XO TOUR Llif3"
"DNCE",1494,"0.041","0.0701","0.741","0.776",0,"-5.804","120.079","Kissing Strangers"
